Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
8607391,The Death of the Liberal Class,Chris Hedges,"Hedges, Chris",,"=""1568586442""","=""9781568586441""",0,4.05,Nation Books,Hardcover,248,2010,2010,,2021/08/16,to-read,to-read (#126),to-read,,,,0,,,0,,,,,
27502,War Is a Force That Gives Us Meaning,Chris Hedges,"Hedges, Chris",,"=""1400034639""","=""9781400034635""",0,4.11,Anchor Books,Paperback,224,2003,2002,,2021/08/16,to-read,to-read (#125),to-read,,,,0,,,0,,,,,
670089,The Fourth Turning: What the Cycles of History Tell Us about America's Next Rendezvous with Destiny,William Strauss,"Strauss, William",Neil Howe,"=""0767900464""","=""9780767900461""",0,3.91,Crown Publishing Group (NY),Paperback,400,1997,1996,,2021/08/15,to-read,to-read (#124),to-read,,,,0,,,0,,,,,
15916,The True Believer: Thoughts on the Nature of Mass Movements,Eric Hoffer,"Hoffer, Eric",,"=""0060505915""","=""9780060505912""",0,4.22,Harper Perennial Modern Classics,Paperback,177,2010,1951,,2021/08/15,to-read,to-read (#122),to-read,,,,0,,,0,,,,,
53438190,Live Not by Lies: A Manual for Christian Dissidents,Rod Dreher,"Dreher, Rod",,"=""0593087399""","=""9780593087398""",0,4.37,Sentinel,Hardcover,256,2020,2020,,2021/08/15,to-read,to-read (#121),to-read,,,,0,,,0,,,,,
122600,Iron John: A Book About Men,Robert Bly,"Bly, Robert",,"=""0306813769""","=""9780306813764""",0,3.89,Da Capo Press,Paperback,288,2004,1984,,2021/08/14,to-read,to-read (#120),to-read,,,,0,,,0,,,,,
136066,On the Suffering of the World,Arthur Schopenhauer,"Schopenhauer, Arthur",R.J. Hollingdale,"=""0141018941""","=""9780141018942""",0,3.88,Penguin,Paperback,132,2004,1850,,2021/08/06,to-read,to-read (#119),to-read,,,,0,,,0,,,,,
117161,Life at the Bottom: The Worldview That Makes the Underclass,Theodore Dalrymple,"Dalrymple, Theodore",,"=""1566635055""","=""9781566635059""",0,4.23,Ivan R. Dee Publisher,Paperback,284,2003,2001,,2021/07/31,to-read,to-read (#118),to-read,,,,0,,,0,,,,,
35535390,Doughnut Economics: Seven Ways to Think Like a 21st-Century Economist,Kate Raworth,"Raworth, Kate",,"=""1847941397""","=""9781847941398""",0,4.21,Random House Business,Paperback,384,2018,2017,,2021/02/08,to-read,to-read (#73),to-read,,,,0,,,0,,,,,
40929,The Rise of Theodore Roosevelt,Edmund Morris,"Morris, Edmund",,"=""0375756787""","=""9780375756788""",0,4.20,The Modern Library,Paperback,816,2001,1979,,2021/07/20,to-read,to-read (#117),to-read,,,,0,,,0,,,,,
551926,Anarchism and Other Essays,Emma Goldman,"Goldman, Emma",,"=""0486224848""","=""9780486224848""",0,4.05,Dover Publications,Paperback,271,1969,1910,,2021/07/15,to-read,to-read (#116),to-read,,,,0,,,0,,,,,
18693771,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,"Kolk, Bessel van der",,"=""0670785938""","=""9780670785933""",0,4.48,Viking,Hardcover,464,2014,2014,,2021/06/30,to-read,to-read (#115),to-read,,,,0,,,0,,,,,
34050965,How to Think: A Survival Guide for a World at Odds,Alan Jacobs,"Jacobs, Alan",,"=""0451499603""","=""9780451499608""",0,3.98,Currency,Hardcover,160,2017,2017,,2021/06/26,to-read,to-read (#114),to-read,,,,0,,,0,,,,,
50609112,Breaking Bread with the Dead: A Reader's Guide to a More Tranquil Mind,Alan Jacobs,"Jacobs, Alan",,"=""1984878409""","=""9781984878403""",0,4.07,Penguin Press,Hardcover,192,2020,2020,,2021/06/26,to-read,to-read (#113),to-read,,,,0,,,0,,,,,
79917,Crowds and Power,Elias Canetti,"Canetti, Elias",Carol Stewart,"=""0374518203""","=""9780374518202""",0,4.10,"Farrar, Straus and Giroux ",Paperback,495,1984,1960,,2021/06/26,to-read,to-read (#112),to-read,,,,0,,,0,,,,,
704227,Technology and the Character of Contemporary Life: A Philosophical Inquiry,Albert Borgmann,"Borgmann, Albert",,"=""0226066290""","=""9780226066295""",0,4.18,University of Chicago Press,Paperback,310,1987,1984,,2021/06/26,to-read,to-read (#111),to-read,,,,0,,,0,,,,,
253076,Tools for Conviviality,Ivan Illich,"Illich, Ivan",,"=""0714509744""","=""9780714509747""",0,4.00,Marion Boyars Publishers,Paperback,110,2000,1973,,2021/06/26,to-read,to-read (#110),to-read,,,,0,,,0,,,,,
223403,Deschooling Society,Ivan Illich,"Illich, Ivan",,"=""0714508799""","=""9780714508795""",0,4.01,Marion Boyars Publishers Ltd,Paperback,116,2000,1971,,2021/06/26,to-read,to-read (#109),to-read,,,,0,,,0,,,,,
13575955,Звездните рейнджъри,Robert A. Heinlein,"Heinlein, Robert A.","Роберт Э. Хайнлайн, Стефан Кулев","=""""","=""""",0,4.00,ИК „Офир“,Paperback,264,1994,1959,,2021/06/19,to-read,to-read (#108),to-read,,,,0,,,0,,,,,
134798,"Capitalism, Socialism and Democracy",Joseph A. Schumpeter,"Schumpeter, Joseph A.",,"=""0415107628""","=""9780415107624""",0,4.01,Routledge,Paperback,460,1994,1942,,2021/06/03,to-read,to-read (#107),to-read,,,,0,,,0,,,,,
53427790,the hunger artist,Franz Kafka,"Kafka, Franz",,"=""""","=""""",0,4.11,,,,,1924,,2021/05/20,to-read,to-read (#106),to-read,,,,0,,,0,,,,,
54816510,"When Men Behave Badly: The Hidden Roots of Sexual Deception, Harassment, and Assault",David M. Buss,"Buss, David M.",,"=""0316419354""","=""9780316419352""",0,4.16,"Little, Brown Spark",Hardcover,336,2021,,,2021/05/04,to-read,to-read (#105),to-read,,,,0,,,0,,,,,
22822942,Alpha God: The Psychology of Religious Violence and Oppression,Héctor A. García,"García, Héctor A.",,"=""1633880206""","=""9781633880207""",0,4.29,Prometheus Books,Paperback,270,2015,2015,,2021/05/02,to-read,to-read (#104),to-read,,,,0,,,0,,,,,
49089453,"False Alarm: How Climate Change Panic Costs Us Trillions, Hurts the Poor, and Fails to Fix the Planet",Bjørn Lomborg,"Lomborg, Bjørn",,"=""1541647467""","=""9781541647466""",0,4.23,Basic Books,Hardcover,320,2020,2020,,2021/04/29,to-read,to-read (#103),to-read,,,,0,,,0,,,,,
144873,Healing Back Pain: The Mind-Body Connection,John E. Sarno,"Sarno, John E.",,"=""0446392308""","=""9780446392303""",0,4.06,Balance,Paperback,208,1991,1991,,2021/04/26,to-read,to-read (#102),to-read,,,,0,,,0,,,,,
20652901,Dear Reader: The Unauthorized Autobiography of Kim Jong Il,Michael Malice,"Malice, Michael",,"=""1495283259""","=""9781495283253""",0,4.25,CreateSpace Independent Publishing Platform,Paperback,420,2014,2014,,2021/04/25,to-read,to-read (#101),to-read,,,,0,,,0,,,,,
34964949,The New Right: A Journey to the Fringe of American Politics,Michael Malice,"Malice, Michael",,"=""1250154669""","=""9781250154668""",0,4.32,All Points Books,Hardcover,320,2019,2019,,2021/04/25,to-read,to-read (#100),to-read,,,,0,,,0,,,,,
81912,Human Action: A Treatise on Economics,Ludwig von Mises,"Mises, Ludwig von",Bettina Bien Greaves,"=""0809297434""","=""9780809297436""",0,4.33,Contemporary Books,Hardcover,924,1966,1940,,2021/04/21,to-read,to-read (#99),to-read,,,,0,,,0,,,,,
14912777,Turning Pro,Steven Pressfield,"Pressfield, Steven",,"=""""","=""""",0,4.15,Black Irish Books,Kindle Edition,148,2012,2012,,2021/04/19,to-read,to-read (#98),to-read,,,,0,,,0,,,,,
8562119,Power: Why Some People Have it and Others Don't,Jeffrey Pfeffer,"Pfeffer, Jeffrey",,"=""0061789089""","=""9780061789083""",0,3.85,Harper Business,Hardcover,288,2010,2010,,2021/04/18,to-read,to-read (#97),to-read,,,,0,,,0,,,,,
51893,Thus Spoke Zarathustra,Friedrich Nietzsche,"Nietzsche, Friedrich",Walter Kaufmann,"=""""","=""""",0,4.06,Penguin Books,Paperback,327,1978,1883,,2021/04/16,to-read,to-read (#96),to-read,,,,0,,,0,,,,,
25491,Escape from Freedom,Erich Fromm,"Fromm, Erich",,"=""0805031499""","=""9780805031492""",0,4.26,Holt Paperbacks,Paperback,301,1994,1941,,2021/04/16,to-read,to-read (#95),to-read,,,,0,,,0,,,,,
510091,The Story of My Life,Giacomo Casanova,"Casanova, Giacomo","Sophie Hawkes, Gilberto Pizzamiglio, Stephen Sartarelli","=""0140439153""","=""9780140439151""",0,3.80,Penguin Classics,Paperback,576,2002,1789,,2021/04/13,to-read,to-read (#94),to-read,,,,0,,,0,,,,,
43387496,Fortitude: American Resilience in the Era of Outrage,Dan Crenshaw,"Crenshaw, Dan",,"=""1538733307""","=""9781538733301""",0,4.47,Twelve,Hardcover,256,2020,2020,,2021/04/02,to-read,to-read (#93),to-read,,,,0,,,0,,,,,
24886755,The Cosmopolites: The Coming of the Global Citizen,Atossa Araxia Abrahamian,"Abrahamian, Atossa Araxia",,"=""099097636X""","=""9780990976363""",0,3.78,Columbia Global Reports,Paperback,162,2015,2015,,2021/03/25,to-read,to-read (#92),to-read,,,,0,,,0,,,,,
51181015,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",Morgan Housel,"Housel, Morgan",,"=""""","=""""",0,4.40,Harriman House,Kindle Edition,224,2020,2020,,2021/03/23,to-read,to-read (#91),to-read,,,,0,,,0,,,,,
57358181,Only Cry For The Living: Memos From Inside The ISIS Battlefield,Hollie McKay,"McKay, Hollie",,"=""""","=""""",0,4.46,,Kindle Edition,,2021,,,2021/03/18,to-read,to-read (#90),to-read,Jocko Willink brought me here,,,0,,,0,,,,,
324750,High Output Management,Andrew S. Grove,"Grove, Andrew S.",,"=""0679762884""","=""9780679762881""",0,4.30,Vintage,Paperback,272,1995,1983,,2021/03/17,to-read,to-read (#89),to-read,,,,0,,,0,,,,,
76865,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins,"Collins, James C.",,"=""0066620996""","=""9780066620992""",0,4.13,Harper Business,Hardcover,300,2001,2001,,2021/03/17,to-read,to-read (#88),to-read,,,,0,,,0,,,,,
71730,Nonviolent Communication: A Language of Life,Marshall B. Rosenberg,"Rosenberg, Marshall B.",Arun Gandhi,"=""1892005034""","=""9781892005038""",0,4.34,Puddledancer Press,Paperback,220,2003,1999,,2021/03/14,to-read,to-read (#87),to-read,,,,0,,,0,,,,,
706525,The Myth of Mental Illness: Foundations of a Theory of Personal Conduct,Thomas Szasz,"Szasz, Thomas",,"=""0060911514""","=""9780060911515""",0,3.79,Harper,Paperback,297,1984,1961,,2021/03/12,to-read,to-read (#86),to-read,,,,0,,,0,,,,,
25159286,Hell Is a Very Small Place: Voices from Solitary Confinement,Jean Casella,"Casella, Jean","James Ridgeway, Sarah Shourd","=""1620971372""","=""9781620971376""",0,4.26,The New Press,Hardcover,240,2016,2016,,2021/03/03,to-read,to-read (#85),to-read,,,,0,,,0,,,,,
493212,Propaganda,Edward L. Bernays,"Bernays, Edward L.",,"=""0970312598""","=""9780970312594""",0,3.79,Ig Publishing,Paperback,168,2004,1928,,2021/02/28,to-read,to-read (#84),to-read,,,,0,,,0,,,,,
31200948,"The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living",Ryan Holiday,"Holiday, Ryan",Stephen Hanselman,"=""""","=""""",0,4.31,Portfolio,Kindle Edition,414,2016,2016,,2021/02/28,to-read,to-read (#83),to-read,,,,0,,,0,,,,,
10483171,The Beginning of Infinity: Explanations That Transform the World,David Deutsch,"Deutsch, David",,"=""0670022756""","=""9780670022755""",0,4.17,Viking Books,Hardcover,487,2011,2011,,2021/02/18,to-read,to-read (#82),to-read,,,,0,,,0,,,,,
26244,A Confession,Leo Tolstoy,"Tolstoy, Leo","Bogdan Baran, Lev Tolstoi","=""1598184717""","=""9781598184716""",0,4.10,Aegypan,Paperback,108,2006,1880,,2021/02/16,to-read,to-read (#81),to-read,,,,0,,,0,,,,,
12321,Beyond Good and Evil,Friedrich Nietzsche,"Nietzsche, Friedrich","R.J. Hollingdale, Michael Tanner","=""014044923X""","=""9780140449235""",0,4.01,Penguin Classics,Paperback,240,2003,1886,,2021/02/14,to-read,to-read (#80),to-read,,,,0,,,0,,,,,
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Nina Guerra, Filipe Guerra","=""0143058142""","=""9780143058144""",0,4.24,Penguin,Paperback,671,2002,1866,,2021/02/14,to-read,to-read (#79),to-read,,,,0,,,0,,,,,
51291,How to Lie with Statistics,Darrell Huff,"Huff, Darrell",Irving Geis,"=""0393310728""","=""9780393310726""",0,3.85,W. W. Norton & Company,Paperback,142,1982,1954,,2021/02/14,to-read,to-read (#78),to-read,,,,0,,,0,,,,,
834700,The Stages of Economic Growth: A Non-Communist Manifesto,W.W. Rostow,"Rostow, W.W.",,"=""0521409284""","=""9780521409285""",0,3.21,Cambridge University Press,Paperback,324,1991,1960,,2021/02/08,to-read,to-read (#77),to-read,,,,0,,,0,,,,,
50849430,Capital and Ideology,Thomas Piketty,"Piketty, Thomas",Arthur Goldhammer,"=""0674980824""","=""9780674980822""",0,4.29,Belknap Press,Hardcover,1104,2020,2019,,2021/02/08,to-read,to-read (#76),to-read,,,,0,,,0,,,,,
45894180,"Arguing with Zombies: Economics, Politics, and the Fight for a Better Future",Paul Krugman,"Krugman, Paul",,"=""1324005017""","=""9781324005018""",0,3.88,W. W. Norton  Company,Hardcover,464,2020,2020,,2021/02/08,to-read,to-read (#75),to-read,,,,0,,,0,,,,,
51014619,Good Economics for Hard Times: Better Answers to Our Biggest Problems,Abhijit V. Banerjee,"Banerjee, Abhijit V.",Esther Duflo,"=""""","=""""",0,4.25,PublicAffairs,Kindle Edition,417,2019,2019,,2021/02/08,to-read,to-read (#74),to-read,,,,0,,,0,,,,,
36146637,Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts,Annie Duke,"Duke, Annie",,"=""""","=""""",0,3.83,Portfolio,Kindle Edition,288,2018,2018,,2021/02/08,to-read,to-read (#72),to-read,,,,0,,,0,,,,,
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.22,Harper,Kindle Edition,450,2017,2015,,2021/02/08,to-read,to-read (#71),to-read,,,,0,,,0,,,,,
38820046,21 Lessons for the 21st Century,Yuval Noah Harari,"Harari, Yuval Noah",,"=""0525512179""","=""9780525512172""",0,4.17,Random House,Hardcover,372,2018,2018,,2021/02/08,to-read,to-read (#70),to-read,,,,0,,,0,,,,,
43726589,"People, Power, and Profits: Progressive Capitalism for an Age of Discontent",Joseph E. Stiglitz,"Stiglitz, Joseph E.",,"=""1324004215""","=""9781324004219""",0,3.90,W. W. Norton  Company,Hardcover,366,2019,2019,,2021/02/08,to-read,to-read (#68),to-read,,,,0,,,0,,,,,
87661,Globalization and its Discontents,Joseph E. Stiglitz,"Stiglitz, Joseph E.",,"=""0393324397""","=""9780393324396""",0,3.87,W. W. Norton,Paperback,304,2003,2002,,2021/02/08,to-read,to-read (#67),to-read,,,,0,,,0,,,,,
6581449,"Freefall: America, Free Markets, and the Sinking of the World Economy",Joseph E. Stiglitz,"Stiglitz, Joseph E.",,"=""0393075966""","=""9780393075960""",0,3.87,W. W. Norton & Company,Hardcover,361,2010,2010,,2021/02/08,to-read,to-read (#66),to-read,,,,0,,,0,,,,,
18176747,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Ben Horowitz,"Horowitz, Ben",,"=""0062273205""","=""9780062273208""",0,4.23,Harper Business,Hardcover,304,2014,2014,,2021/02/07,to-read,to-read (#64),to-read,,,,0,,,0,,,,,
25066990,Living with a SEAL: 31 Days Training with the Toughest Man on the Planet,Jesse Itzler,"Itzler, Jesse",,"=""1455534676""","=""9781455534678""",0,4.28,Center Street,Hardcover,272,2015,2015,,2019/08/24,to-read,to-read (#63),to-read,,,,1,,,0,,,,,
23756,Berlin Diary: The Journal of a Foreign Correspondent 1934-1941,William L. Shirer,"Shirer, William L.",Gordon A. Craig,"=""0801870569""","=""9780801870569""",0,4.33,Johns Hopkins University Press,Paperback,627,2002,1941,,2020/11/24,to-read,to-read (#62),to-read,,,,0,,,0,,,,,
767171,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,"Shirer, William L.",,"=""0671728687""","=""9780671728687""",0,4.17,Simon & Schuster,Mass Market Paperback,1614,1990,1960,,2020/11/24,to-read,to-read (#61),to-read,,,,0,,,0,,,,,
54140556,Working in Public: The Making and Maintenance of Open Source Software,Nadia Eghbal,"Eghbal, Nadia",,"=""0578675862""","=""9780578675862""",0,4.00,Stripe Press,Hardcover,252,2020,2020,,2020/11/20,to-read,to-read (#60),to-read,,,,0,,,0,,,,,
2715,Salt: A World History,Mark Kurlansky,"Kurlansky, Mark",,"=""0142001619""","=""9780142001615""",0,3.74,Penguin Books,Paperback,484,2003,2002,,2020/08/04,to-read,to-read (#59),to-read,,,,0,,,0,,,,,
33618151,Category Theory for Programmers,Bartosz Milewski,"Milewski, Bartosz",Igal Tabachnik,"=""""","=""""",0,4.23,,ebook,473,2018,2014,,2020/07/31,to-read,to-read (#58),to-read,,,,0,,,0,,,,,
5553,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,Richard P. Feynman,"Feynman, Richard P.",,"=""0465023924""","=""9780465023929""",0,4.21,Basic Books,Paperback,138,1995,1994,,2019/09/08,to-read,to-read (#57),to-read,,,,0,,,0,,,,,
115596,"The Wealth of Nations, Books 1-3",Adam Smith,"Smith, Adam",Andrew S. Skinner,"=""0140432086""","=""9780140432084""",0,3.92,Penguin Classics,Paperback,544,1982,1776,,2019/09/08,to-read,to-read (#56),to-read,,,,0,,,0,,,,,
865,The Alchemist,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,"=""0061122416""","=""9780061122415""",0,3.90,HarperCollins,Paperback,197,1993,1988,,2019/08/28,,,read,,,,1,,,0,,,,,
4065231,Business Stripped Bare: Adventures of a Global Entrepreneur,Richard Branson,"Branson, Richard",,"=""1905264437""","=""9781905264438""",0,3.82,Virgin Books,Hardcover,352,2008,2008,,2019/08/28,to-read,to-read (#55),to-read,,,,0,,,0,,,,,
494,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer,"Seifer, Marc J.",William H. Terbo,"=""0806519606""","=""9780806519609""",0,3.66,Citadel,Paperback,542,2001,1996,,2019/08/15,to-read,to-read (#54),to-read,,,,0,,,0,,,,,
12633800,Models: Attract Women Through Honesty,Mark Manson,"Manson, Mark",,"=""1463750358""","=""9781463750350""",0,4.30,Createspace Independent Publishing Platform,Paperback,246,2011,2011,,2019/08/28,to-read,to-read (#53),to-read,,,,0,,,0,,,,,
22609866,Resilience: Hard-Won Wisdom for Living a Better Life,Eric Greitens,"Greitens, Eric",,"=""1427260141""","=""9781427260147""",0,4.27,Macmillan Audio,Audio CD,9,2015,2015,,2019/08/24,to-read,to-read (#52),to-read,,,,0,,,0,,,,,
67825,Peopleware: Productive Projects and Teams,Tom DeMarco,"DeMarco, Tom",Timothy R. Lister,"=""0932633439""","=""9780932633439""",0,4.13,"Dorset House Publishing Company, Incorporated",Paperback,245,1999,1987,,2019/08/15,to-read,to-read (#51),to-read,,,,0,,,0,,,,,
17660462,The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,"Stone, Brad",,"=""0316219266""","=""9780316219266""",0,4.13,"Little, Brown and Company",Hardcover,384,2013,2013,,2019/08/15,to-read,to-read (#50),to-read,,,,0,,,0,,,,,
670702,The Science of Leonardo: Inside the Mind of the Great Genius of the Renaissance,Fritjof Capra,"Capra, Fritjof",,"=""0385513909""","=""9780385513906""",0,3.95,Doubleday,Hardcover,272,2007,2007,,2019/08/15,to-read,to-read (#49),to-read,,,,0,,,0,,,,,
18043011,Clean Architecture,Robert C. Martin,"Martin, Robert C.",,"=""0134494164""","=""9780134494166""",0,4.24,Prentice Hall,Paperback,432,2017,2017,,2017/11/12,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
67833,Extreme Programming Explained: Embrace Change (The XP Series),Kent Beck,"Beck, Kent",Cynthia Andres,"=""0321278658""","=""9780321278654""",0,4.10,Addison-Wesley Professional,Paperback,224,2004,1999,,2017/11/10,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
1032758,The Practice of Programming (Addison-Wesley Professional Computing Series),Brian W. Kernighan,"Kernighan, Brian W.",Rob Pike,"=""020161586X""","=""9780201615869""",0,4.11,Addison-Wesley,Paperback,288,1999,1999,,2017/11/10,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
128600,More Programming Pearls: Confessions of a Coder,Jon L. Bentley,"Bentley, Jon L.",,"=""0201118890""","=""9780201118896""",0,4.06,Addison-Wesley Professional,Paperback,224,1988,1988,,2017/11/10,to-read,to-read (#45),to-read,,,,0,,,0,,,,,
52084,Programming Pearls,Jon L. Bentley,"Bentley, Jon L.",Patrick Chan,"=""0201657880""","=""0785342657883""",0,4.19,Addison-Wesley Professional,Paperback,239,1999,1986,,2017/11/10,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
4099,The Pragmatic Programmer: From Journeyman to Master,Andy Hunt,"Hunt, Andy",Dave Thomas,"=""020161622X""","=""9780201616224""",0,4.33,Addison-Wesley Professional,Paperback,321,1999,1999,,2017/11/10,to-read,to-read (#43),to-read,,,,0,,,0,,,,,
25495508,Summary: Good Strategy Bad Strategy - Richard Rumelt: The Difference and Why It Matters,BusinessNews Publishing,"Publishing, BusinessNews",,"=""""","=""""",0,3.83,Business Book Summaries,Kindle Edition,36,2014,2014,,2017/11/08,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
9347767,Next Generation Business Strategies for the Base of the Pyramid: New Approaches for Building Mutual Value,Ted London,"London, Ted",Stuart L. Hart,"=""0137047894""","=""9780137047895""",0,3.34,FT Press,Hardcover,249,2010,2010,,2017/11/08,to-read,to-read (#41),to-read,,,,0,,,0,,,,,
675146,Competition Demystified: A Radically Simplified Approach to Business Strategy,Bruce C. Greenwald,"Greenwald, Bruce C.",Judd Kahn,"=""1591840570""","=""9781591840572""",0,4.35,Portfolio,Hardcover,399,2005,2005,,2017/11/08,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
21040201,Summary: Competition Demystified - Bruce Greenwald and Judd Kahn: A Radically Simplified Approach to Business Strategy,BusinessNews Publishing,"Publishing, BusinessNews",,"=""""","=""""",0,3.33,Business Book Summaries,Kindle Edition,34,2013,2013,,2017/11/08,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
15893875,Foresight 20/20: A Futurist Explores the Trends Transforming Tomorrow,Jack Uldrich,"Uldrich, Jack",Simon J. Anderson,"=""1592984835""","=""9781592984831""",0,3.39,Bookhouse Fulfillment,Hardcover,112,2012,2012,,2017/11/08,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
163378,20/20 Foresight: Crafting Strategy in an Uncertain World,Hugh Courtney,"Courtney, Hugh",,"=""1578512662""","=""9781578512669""",0,3.65,Harvard Business Review Press,Hardcover,224,2001,2001,,2017/11/08,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
21407726,Summary: 20|20 Foresight - Hugh Courtney: Crafting Strategy in an Uncertain World,BusinessNews Publishing,"Publishing, BusinessNews",,"=""""","=""""",0,0.0,Political Book Summaries,Kindle Edition,31,2013,2013,,2017/11/08,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
345472,Scenarios: The Art of Strategic Conversation,Kees van der Heijden,"Heijden, Kees van der",,"=""0470023686""","=""9780470023686""",0,3.93,Wiley,Hardcover,384,2005,1996,,2017/11/08,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
518663,Creating Better Futures: Scenario Planning as a Tool for a Better Tomorrow,James A. Ogilvy,"Ogilvy, James A.",,"=""0195146115""","=""9780195146110""",0,3.82,"Oxford University Press, USA",Hardcover,256,2002,2002,,2017/11/08,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
163381,Strategic Foresight: The Power of Standing in the Future,Nick   Marsh,"Marsh, Nick",,"=""1740950046""","=""9781740950046""",0,3.86,Crown Content,Hardcover,297,2002,2002,,2017/11/08,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
3503786,Invent Business Opportunities No One Else Can Imagine,Art Turock,"Turock, Art",,"=""1564145786""","=""9781564145789""",0,3.67,Career Press,Hardcover,219,2001,2001,,2017/11/08,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
34329914,"Critical Thinking : The 70 Strategies To Live A Better Life: critical thinking, problem solving, strategic thinking, decision making (Critical Thinking,Logical Thinking,Organization Book 1)",Daniel Copper,"Copper, Daniel",,"=""""","=""""",0,2.33,Codenh,Kindle Edition,157,2017,,,2017/11/08,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
3469832,Strategies for Better Thinking: An Advanced Model for Organizational Performance Consultants,Gerry H. Waller,"Waller, Gerry H.",,"=""1567201997""","=""9781567201994""",0,0.0,Praeger,Hardcover,192,1999,1999,,2017/11/08,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
1588827,Changing Strategic Direction,Peter Skat-Rordam,"Skat-Rordam, Peter",,"=""8716134303""","=""9788716134301""",0,0.0,Handelshojskolens Forlag,Hardcover,,1999,1999,,2017/11/08,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
18133137,"Strategic Supremacy Pure Simple: Don't Change The Rules, Change The Game",Michael Robert,"Robert, Michael",,"=""0970998503""","=""9780970998507""",0,0.0,"Poutray, Pekar, Stella",Hardcover,185,2001,,,2017/11/08,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
2244013,"Business Strategy Formulation: Theory, Process, and the Intellectual Revolution",Anthony W. Ulwick,"Ulwick, Anthony W.",,"=""156720273X""","=""9781567202731""",0,3.40,Praeger,Hardcover,224,1999,1999,,2017/11/08,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
1689461,Profiting from Uncertainty: Strategies for Succeeding No Matter What the Future Brings,Paul J.H. Schoemaker,"Schoemaker, Paul J.H.",Robert E. Gunther,"=""0743223284""","=""9780743223287""",0,3.46,Atria Books,Hardcover,288,2002,2002,,2017/11/08,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
8757901,Strategic Thinking: A Nine Step Approach to Strategy and Leadership for Managers and Marketers,Simon Wootton,"Wootton, Simon",Terry Horne,"=""0749460776""","=""9780749460778""",0,3.56,Kogan Page,Paperback,160,2010,2000,,2017/11/08,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
26266675,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Michael Hyatt,"Hyatt, Michael",Daniel Harkavy,"=""080101882X""","=""9780801018824""",0,3.89,Baker Books,Hardcover,208,2016,,,2017/11/08,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
19833789,Elevate: The Three Disciplines of Advanced Strategic Thinking,Rich Horwath,"Horwath, Rich",,"=""""","=""""",0,3.84,Wiley,Kindle Edition,177,2014,2014,,2017/11/08,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
13150078,Strategy For You: Building a Bridge to the Life You Want,Rich Horwath,"Horwath, Rich",,"=""1608322513""","=""9781608322510""",0,3.62,Greenleaf Book Group,Hardcover,160,2012,2012,,2017/11/08,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
57936,Seven Pillars of Wisdom: A Triumph,T.E. Lawrence,"Lawrence, T.E.",,"=""0385418957""","=""9780385418959""",0,3.86,Anchor,Paperback,784,1991,1926,,2017/11/08,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
